"M1" "M2" "M3" "M4" "M5" "M6" "M7" "M8" "M9" "M10" "M11" "M12" "M13" "M14" "M15" "M16" "M17" "M18" "M19" "M20"
"1" -2.04339403824432 4.21136457089943 -1.57200193324693 0.382355091699693 7.43236230071598 -3.46847728456649 -1.79406270159737 -1.11630002415804 -5.1371947793966 -6.51959575038921 2.72972166878648 -6.66953184994262 -4.15231506975015 5.65573302424406 3.64405039817979 -0.285303735194111 8.55678312586323 1.12397690013204 1.38480460319904 5.32488997808455
"2" 3.968468773484 -2.46326908971658 -0.242836547975406 -0.778789753034236 5.1845733442792 -3.79387490927365 3.24176408814503 -3.66810678899508 -6.68420935916211 -4.92215851541144 1.14635248157424 0.225616320439046 -1.0495799249495 -3.43400725495236 -2.8756376248899 -1.21823975246894 -3.3601222782092 11.079765795948 -1.74195054421217 1.54350628170859
"3" 1.48431457753633 6.09497223544757 -2.57964741256882 -6.44243526303491 5.46897144393491 -5.04371454315764 1.71554044164838 -0.656912451335945 -10.0157892094945 0.811400163678614 2.37406338973066 -2.0928941487177 -3.92806691975058 5.2474998190714 -1.95362202394502 5.4417955738882 3.40780540378585 0.960817352561391 -2.52299791328977 -0.700893384131886
"4" -1.02902717495013 7.04915019925686 -3.01358375859345 -7.61040423599839 3.92264927345389 -3.61774398579246 -3.40445237600693 -1.61436746424028 -2.32125063416869 -3.96304162819898 4.96892292844527 0.208129641094204 -0.691816934048362 4.09672226095956 3.86370938224717 4.41524583749291 3.7850015430253 -1.08425674228594 -3.32082915602246 6.86024764811543
"5" 0.827617934415838 0.489002398972396 1.95766230441128 -0.759666162752982 2.61405643860961 0.42456874627581 -2.00069281870259 -0.886943443896685 -0.836998962995382 -3.99141570238968 0.481386859639181 1.01501757373374 -8.52807476279983 -5.01548417388119 5.35572235424022 -6.99305690859894 -2.01205551554997 -1.67314092201743 0.0621398810935067 0.400540274193474
"6" 3.51245738680821 1.58029710561315 -0.530128317870094 -0.0419582062920698 2.6770190123824 3.14659211784653 2.37750227005934 -2.95685533063886 -10.9128275426219 -4.14453910200338 -0.485165143315772 -0.484153134693482 3.91205926434275 -2.92916176145685 -6.04169457973282 -2.18923323644847 -0.314742192787883 8.05103331430314 -0.935461716794451 3.74474168861601
"7" 2.28156615685957 8.23036499723556 -3.85897439166199 0.855102474875898 5.05807157555715 -7.35849019599128 6.01409524187965 5.97002616507252 -8.46208562189058 -7.23316231400748 5.40001490413223 -2.89706106142225 2.58766513961069 2.75541513893563 -1.87296796847703 0.973273738318019 8.39007069132507 3.2322445199067 -1.7437056480361 0.602955199628794
"8" -5.98917541251359 4.78761690019458 -4.56755111797215 -9.07834646297496 1.78900378572646 -6.48184196495297 1.28661914260359 0.481973606726789 -2.72242740351239 -3.48624058091419 4.10091948286886 -0.788817775504303 -0.671526708722184 3.35642244307994 2.9264888112391 -0.987138860620012 3.37386157161965 -2.80502758325622 -2.72437068200322 4.03740585940317
"9" 6.84374643519899 -3.21860645105541 -4.77749479742304 6.77503220210931 7.34547894528755 -0.271470903303232 -0.402912145718132 -5.31627969749878 -6.07207520757283 -3.47520821110148 -2.88801077111742 -2.2601059570565 3.63598843800777 -3.8479894168051 -2.13505690037119 -13.2634812685808 2.75101395099243 11.273256205201 0.113891588170591 1.78941603065959
"10" 3.95327605854144 1.05066039141891 -0.947619080512732 3.35707847633493 2.1869331672421 -4.83680450416914 -3.68986015491265 -2.33726114818301 1.26680967568971 -4.69158597484791 -3.34097363899759 3.76319285123191 -8.95039523403567 -3.11712913900379 -2.42124271806035 -8.15214206188157 -1.64314580762432 1.92467696987964 2.40522513974818 7.94712397851139
"11" -2.60434826169124 -2.82101678690027 -3.33888069183865 -4.86592681498237 -0.611870248255009 4.06487632647204 -3.57839401911391 -2.95645571948269 0.304281391699306 -3.69669646637066 1.05940628376657 -0.784784841500509 0.814210773314 -0.198054010380281 3.83377984098114 1.79445959628666 6.81921578283453 0.821684767309037 -11.0379229653058 2.87946184813707
